path_id	cid	compound_name	reactome_id1	pathway_name1	reactome_id2	pathway_name2	uniprot_id	gene_name
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211981_R-HSA-211999_P10632	CID_5391	temazepam	R-HSA-211999	CYP2E1 reactions	R-HSA-211945	Phase I - Functionalization of compounds	P10632	CYP2C8
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_5452	thioridazine	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_5452	thioridazine	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5458213	rifampicin	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211981_R-HSA-211999_P10632	CID_54677470	meloxicam	R-HSA-211999	CYP2E1 reactions	R-HSA-211945	Phase I - Functionalization of compounds	P10632	CYP2C8
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_5482	tioconazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-156580_R-HSA-156581_P05177	CID_5482	tioconazole	R-HSA-156581	Methylation	R-HSA-156580	Phase II - Conjugation of compounds	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_5482	tioconazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5482	tioconazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_5482	tioconazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-1655829_R-HSA-2426168_Q16850	CID_5482	tioconazole	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	R-HSA-8957322	Metabolism of steroids	Q16850	CYP51A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_Q16850	CID_5482	tioconazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	Q16850	CYP51A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-191273_Q16850	CID_5482	tioconazole	R-HSA-191273	Cholesterol biosynthesis	R-HSA-8957322	Metabolism of steroids	Q16850	CYP51A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P11511	CID_5482	tioconazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P11511	CYP19A1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_55245	mifepristone	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_55283	itraconazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_55283	itraconazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_55283	itraconazole	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_55283	itraconazole	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_55283	itraconazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_55283	itraconazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_55283	itraconazole	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-1655829_R-HSA-2426168_Q16850	CID_55283	itraconazole	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	R-HSA-8957322	Metabolism of steroids	Q16850	CYP51A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_Q16850	CID_55283	itraconazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	Q16850	CYP51A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-191273_Q16850	CID_55283	itraconazole	R-HSA-191273	Cholesterol biosynthesis	R-HSA-8957322	Metabolism of steroids	Q16850	CYP51A1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P04150	CID_5745	cortisone acetate	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-9614085_R-HSA-9615017_P04150	CID_5745	cortisone acetate	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P04150	CID_5745	cortisone acetate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5757	17beta-estradiol	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_5757	17beta-estradiol	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5870	estrone	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_5870	estrone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5870	estrone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_5870	estrone	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_5870	estrone	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_P46721	CID_5870	estrone	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	P46721	SLCO1A2
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5978	vincristine sulfate	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_5978	vincristine sulfate	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_P68371	CID_5978	vincristine sulfate	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	P68371	TUBB4B
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P68371	CID_5978	vincristine sulfate	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P68371	TUBB4B
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_P68366	CID_5978	vincristine sulfate	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	P68366	TUBA4A
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P68366	CID_5978	vincristine sulfate	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P68366	TUBA4A
R-HSA-162582_R-HSA-194315_R-HSA-194840_Q15311	CID_5978	vincristine sulfate	R-HSA-194840	Rho GTPase cycle	R-HSA-194840	Rho GTPase cycle	Q15311	RALBP1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_Q13885	CID_5978	vincristine sulfate	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	Q13885	TUBB2A
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_Q13885	CID_5978	vincristine sulfate	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	Q13885	TUBB2A
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_P04350	CID_5978	vincristine sulfate	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	P04350	TUBB4A
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P04350	CID_5978	vincristine sulfate	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P04350	TUBB4A
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_Q13509	CID_5978	vincristine sulfate	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	Q13509	TUBB3
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_Q13509	CID_5978	vincristine sulfate	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	Q13509	TUBB3
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878171_R-HSA-8931987_P03372	CID_5991	17alpha-ethinylestradiol	R-HSA-8931987	RUNX1 regulates estrogen receptor mediated transcription	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P03372	CID_5991	17alpha-ethinylestradiol	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10632	CID_6013	testosterone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10632	CYP2C8
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_6013	testosterone	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P28702	CID_60164	adapalene	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P28702	RXRB
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P48443	CID_60164	adapalene	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P48443	RXRG
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_60795	aripiprazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_60795	aripiprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_60795	aripiprazole	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_60795	aripiprazole	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_60795	aripiprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_60854	ziprasidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_60854	ziprasidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_60854	ziprasidone	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_60854	ziprasidone	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_60854	ziprasidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P06401	CID_6230	norethindrone	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P06401	PGR
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P06401	CID_6540478	norgestimate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P06401	PGR
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P03372	CID_6540478	norgestimate	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P03372	CID_6540478	norgestimate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_65999	telmisartan	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_65999	telmisartan	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P04150	CID_6741	methylprednisolone	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_71360	iloperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_71360	iloperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_71360	iloperidone	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_71360	iloperidone	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_71360	iloperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P19793	CID_82146	bexarotene	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P19793	RXRA
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P04150	CID_84088	hydrocortamate	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-9614085_R-HSA-9615017_P04150	CID_84088	hydrocortamate	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P04150	CID_84088	hydrocortamate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P06401	CID_9270	ethynodiol diacetate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P06401	PGR
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P03372	CID_9270	ethynodiol diacetate	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P03372	CID_9270	ethynodiol diacetate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_92727	lopinavir	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_92727	lopinavir	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_92727	lopinavir	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_92727	lopinavir	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_92727	lopinavir	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_92727	lopinavir	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_92727	lopinavir	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_941361	flunarizine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_941361	flunarizine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_941361	flunarizine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_9802545	paliperidone	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_9802545	paliperidone	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390651_P21728	CID_9802545	paliperidone	R-HSA-390651	Dopamine receptors	R-HSA-500792	GPCR ligand binding	P21728	DRD1
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P08908	CID_9802545	paliperidone	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P08908	HTR1A
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P04150	CID_9878	fluorometholone	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-9614085_R-HSA-9615017_P04150	CID_9878	fluorometholone	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P04150	CID_9878	fluorometholone	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P04150	CID_9880	cyproterone acetate	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P04150	CID_9880	cyproterone acetate	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
